Initial_Price,Inventory,Product_Score,Shop_Score,Active_Time_Left,Product_Cost,Target_Price
10,0.519249,0.882571,0.369303,0.950627,8,10.33
23,0.112622,0.051039,0.499319,0.581529,18.4,26.42
16,0.483926,0.77494,0.314092,0.51469,12.8,17.61
22,0.931488,0.105895,0.29835,0.776716,17.6,17.26
12,0.398855,0.905396,0,0.672097,9.6,12.07
11,0.180392,0.587886,0,0.163788,8.8,13.15
23,0.805492,0.98809,0.500336,0.427558,18.4,25.07
19,0.660735,0.428661,0.728886,0.154393,15.2,21.47
17,0.613435,0.62985,1,0.566702,13.6,20.28
20,0.123882,0.776281,0.099499,0.509103,16,23.59
19,0.351542,0.259817,0,0.453779,15.2,20.3
11,0.4731,0.638913,0.67328,0.991011,8.8,11.93
5,0.378385,0.8268,0.366824,0.900147,4,5.45
8,0.221924,0.521305,0.778112,0.151426,6.4,10.75
8,0.22688,0.424485,0.40106,0.607675,6.4,9.25
5,0.142828,0.531003,0,0.478204,4,5.74
13,0.729425,0.945978,0.255561,0.828624,10.4,12.21
14,0.123012,0.999274,1,0.929425,11.2,20.5
16,0.319778,0.670924,0.736196,0.828765,12.8,19.26
18,0.39166,0.789576,0.115412,0.026767,14.4,21.14
15,0.037941,0.981588,1,0.890271,12,22.49
15,0.155011,0.141558,0,0.164298,12,18.08
17,0.170649,0.026287,0.331759,0.333972,13.6,19.86
12,0.770312,0.746443,0.69896,0.377301,9.6,13.5
13,0.239199,0.616588,0,0.818281,10.4,13.53
17,0.74717,0.099205,0.002778,0.198053,13.6,16.35
13,0.347494,0.521903,0.607967,0.176026,10.4,16.29
14,0.661213,0.507432,0.559978,0.992436,11.2,13.31
16,0.654554,0.285693,0.474599,0.044699,12.8,17.34
23,0.232976,0.248438,0.317429,0.310849,18.4,27.05
18,0.420975,0.180349,0.048664,0.411584,14.4,18.95
15,0.676544,0.583823,0.208859,0.225263,12,15.5
14,0.605345,0.153919,1,0.270603,11.2,14.91
16,0.608681,0.711728,0.286959,0.107218,12.8,17.87
28,0.039483,0.858752,1,0.811021,22.4,41.03
1,0.905436,0.686441,0.306332,0.24598,0.8,0.97
19,0.889056,0.26513,1,0.633852,15.2,17.55
18,0.178681,0.397033,1,0.360438,14.4,23.67
21,0.387904,0.513016,0.825445,0.004863,16.8,27.58
11,0.907635,0.344204,0.279295,0.247221,8.8,10.19
27,0.452132,0.545602,0,0.829907,21.6,25.74
22,0.433293,0.686117,1,0.41116,17.6,29.02
16,0.709612,0.299693,0,0.089915,12.8,15.97
17,0.160902,0.215358,0,0.974738,13.6,17.69
13,0.863752,0.788309,1,0.652362,10.4,14.81
17,0.013863,0.775849,1,0.656156,13.6,25.05
16,0.074093,0.041726,0.618828,0.927516,12.8,17.52
21,0.375916,0.645485,0.476901,0.933023,16.8,22.81
18,0.249364,0.128193,0.267851,0.878257,14.4,18.69
16,0.512623,0.547653,0.775668,0.401525,12.8,18.95
17,0.476871,0.224867,0.78489,0.979378,13.6,16.73
7,0.954938,0.019703,0.502808,0.906578,5.6,5.18
20,0.563977,0.34987,1,0.332968,16,22.96
20,0.513963,0.92738,1,0.332492,16,27.98
15,0.804375,0.629475,0.814073,0.860546,12,15.17
18,0.435306,0.51052,1,0.198257,14.4,23.23
16,0.818779,0.779522,1,0.535476,12.8,18.84
8,0.765425,0.122478,1,0.830933,6.4,7.01
13,0.875095,0.472684,0.849349,0.297484,10.4,13.66
20,0.573457,0.726397,0.771195,0.490275,16,23.93
17,0.407871,0.797686,0.271754,0.759282,13.6,18.22
10,0.715516,0.115868,0.645359,0.263518,8,9.91
21,0.105354,0.407365,0.263577,0.905605,16.8,23.51
13,0.301488,0.052622,0.139717,0.974621,10.4,12.84
12,0.169976,0.907391,0.58359,0.331375,9.6,16.53
11,0.594076,0.47382,0,0.988907,8.8,9.51
14,0.093868,0.173734,1,0.418981,11.2,17.47
30,0.344905,0.78297,0.573146,0.142631,24,39.39
19,0.142489,0.859899,0,0.287265,15.2,22.53
27,0.247552,0.501217,0.020596,0.969208,21.6,27.3
17,0.357307,0.636199,0.358111,0.073877,13.6,20.97
18,0.938063,0.653227,0.40027,0.832893,14.4,15.53
12,0.2483,0.071825,0.770453,0.320587,9.6,13.9
22,0.591576,0.235863,0.399238,0.376563,17.6,22.57
24,0.160397,0.256804,0.957234,0.549407,19.2,29.38
19,0.83952,0.359649,0.648243,0.57152,15.2,17.92
20,0.14587,0.028805,0.286358,0.114208,16,24.44
18,0.481642,0.879596,0.312545,0.475203,14.4,20.2
18,0.828656,0.326394,0.349439,0.146553,14.4,17.73
21,0.115968,0.611866,0.681271,0.882459,16.8,26.12
22,0.043254,0.983304,0.599898,0.234102,17.6,32.38
11,0.386346,0.939991,0,0.200182,8.8,12.16
13,0.647558,0.927853,0.403228,0.926649,10.4,13.07
15,0.441672,0.652582,0,0.897822,12,14.16
7,0.506362,0.919423,1,0.400755,5.6,9.7
24,0.565649,0.449863,0.718734,0.901633,19.2,24.55
22,0.447971,0.786815,0.643558,0.330683,17.6,27.66
17,0.858755,0.138798,0,0.924989,13.6,13.12
15,0.327656,0.587614,0,0.573033,12,15.81
13,0.867784,0.528238,0.891811,0.561614,10.4,13.38
18,0.150489,0.374404,0.817373,0.189322,14.4,23.84
19,0.430924,0.509999,0.142596,0.151817,15.2,21.4
15,0.281475,0.148595,0.3205,0.329411,12,17.11
15,0.374862,0.624994,1,0.898873,12,18.3
19,0.858284,0.481541,0.514317,0.149004,15.2,19.49
13,0.818108,0.806823,0,0.009926,10.4,12.62
17,0.456274,0.054289,0.138952,0.315879,13.6,17.97
10,0.146291,0.735159,0.348026,0.449158,8,12.54
17,0.42833,0.18704,0.460727,0.257296,13.6,18.9
12,0.038527,0.296188,0.538741,0.972871,9.6,13.85
15,0.596108,0.362176,0.02122,0.290529,12,15.1
15,0.497102,0.898182,0.699888,0.503033,12,18.78
18,0.82457,0.956326,1,0.459043,14.4,22.7
12,0.859267,0.131378,0.918172,0.006536,9.6,12.04
17,0.433247,0.453072,0.2238,0.646351,13.6,17.65
20,0.201836,0.988698,0.69941,0.694857,16,27.14
17,0.821187,0.912117,0.112336,0.211732,13.6,16.49
6,0.038805,0.596891,1,0.996044,4.8,7.94
18,0.345194,0.21585,0.500706,0.114854,14.4,21.28
16,0.025816,0.811173,0.618428,0.595142,12.8,21.94
12,0.942789,0.445337,0.128392,0.681429,9.6,9.71
11,0.229844,0.524381,1,0.81208,8.8,13.81
15,0.007686,0.472652,0.952277,0.985773,12,19.2
28,0.085114,0.2419,0.50821,0.434839,22.4,34.39
9,0.426505,0.809609,0.260962,0.07879,7.2,10.78
13,0.220201,0.774014,1,0.942749,10.4,17.33
16,0.680477,0.810476,0.289303,0.855956,12.8,15.21
22,0.494193,0.492498,0.231546,0.450373,17.6,23.27
14,0.126608,0.574537,0.374704,0.334591,11.2,17.76
26,0.158439,0.136118,1,0.837376,20.8,29.21
16,0.40649,0.682189,0.251976,0.11003,12.8,18.95
15,0.027685,0.057102,0.257224,0.53955,12,17.8
16,0.503527,0.712893,0.95499,0.090538,12.8,21.64
17,0.997502,0.553586,0.057256,0.559864,13.6,13.63
24,0.792754,0.45223,1,0.518068,19.2,25.44
11,0.61194,0.121535,0.403161,0.172975,8.8,11.44
15,0.271943,0.551566,0.960015,0.149056,12,20.6
18,0.791073,0.08008,0.997493,0.895943,14.4,15.05
16,0.088684,0.692828,0.372935,0.544255,12.8,20.14
17,0.676162,0.630928,0,0.952813,13.6,14.26
23,0.195378,0.704811,0.659728,0.755083,18.4,28.91
13,0.829128,0.915921,0.19199,0.562638,10.4,12.04
12,0.763117,0.622382,0.605824,0.741423,9.6,11.97
11,0.657648,0.784695,1,0.289182,8.8,14.22
20,0.729616,0.457686,0.218214,0.382546,16,19.43
10,0.638891,0.167137,1,0.604842,8,9.9
17,0.462107,0.539496,0.85419,0.191563,13.6,21.44
9,0.903636,0.616008,0,0.366792,7.2,7.79
20,0.852459,0.728769,1,0.044888,16,24.83
25,0.955383,0.696696,1,0.32905,20,28.27
14,0.424626,0.427053,0.415591,0.059533,11.2,16.65
17,0.593637,0.13457,0,0.245109,13.6,17.23
19,0.039629,0.331357,0.550195,0.968413,15.2,22.1
13,0.988634,0.590346,1,0.405268,10.4,13.78
17,0.818745,0.940661,0.408288,0.160033,13.6,18.6
16,0.636502,0.992558,0.155072,0.298013,12.8,16.76
8,0.761085,0.241603,0.003204,0.899576,6.4,6.53
22,0.18803,0.01058,0.074992,0.164977,17.6,26.23
20,0.307655,0.83064,0.449903,0.77786,16,23.42
13,0.246394,0.926613,0.010009,0.134865,10.4,15.32
16,0.596049,0.458603,1,0.961394,12.8,16.84
19,0.091905,0.771442,0.458682,0.530205,15.2,24.68
15,0.89561,0.866199,0.654324,0.04317,12,17.4
15,0.462276,0.609615,1,0.930955,12,17.59
9,0.444812,0.872627,1,0.358226,7.2,12.6
19,0.104711,0.023903,0.493634,0.731421,15.2,21.21
17,0.684904,0.271595,0.765987,0.523708,13.6,17.08
18,0.816894,0.27722,0.967513,0.092582,14.4,19.12
9,0.62955,0.120632,0.503572,0.106059,7.2,9.46
25,0.242023,0.910713,0,0.149225,20,29.33
17,0.785421,0.030439,0.927353,0.1612,13.6,16.4
15,0.145679,0.672561,1,0.052756,12,22.5
27,0.827276,0.07134,0.807751,0.047013,21.6,26.53
16,0.580705,0.36078,0.138228,0.948428,12.8,14.37
9,0.289373,0.4181,0.501986,0.091292,7.2,11.25
14,0.513243,0.181404,0.304615,0.508352,11.2,14.21
5,0.628851,0.521014,0.450144,0.11863,4,5.59
22,0.258589,0.534992,1,0.214788,17.6,30.09
14,0.846907,0.317044,1,0.763072,11.2,13.1
13,0.421254,0.737088,0.934709,0.938135,10.4,15.85
22,0.892337,0.160202,0.874373,0.469713,17.6,19.91
8,0.835469,0.192508,0.938314,0.005642,6.4,8.3
19,0.099348,0.354511,0.593879,0.999208,15.2,21.75
6,0.646254,0.378376,0.562168,0.047773,4.8,6.7
13,0.310495,0.206286,0.263177,0.389448,10.4,14.56
10,0.754053,0.918709,0.572066,0.539057,8,11.01
24,0.542632,0.828094,1,0.891733,19.2,29.66
25,0.457599,0.106877,1,0.823112,20,24.88
15,0.895367,0.369486,0.428941,0.609387,12,13.25
21,0.057254,0.232671,0.364037,0.398602,16.8,25.86
16,0.557318,0.451079,0.167755,0.834479,12.8,15.05
19,0.327911,0.276317,0.787185,0.869058,15.2,20.56
13,0.035273,0.501807,0.795773,0.871905,10.4,16.53
8,0.753519,0.922603,0,0.717636,6.4,6.84
7,0.561741,0.382511,0.843168,0.097787,5.6,8.29
18,0.894145,0.650128,0.315264,0.298579,14.4,17.36
28,0.598261,0.595621,1,0.485922,22.4,33.65
18,0.337034,0.751954,0.678422,0.505053,14.4,22.83
14,0.98522,0.061665,1,0.832873,11.2,10.7
26,0.115714,0.744824,0.370937,0.237837,20.8,34.23
18,0.052602,0.946276,0.456008,0.664591,14.4,23.74
17,0.732622,0.60356,0.749904,0.3742,13.6,18.92
18,0.370875,0.28758,1,0.775483,14.4,20.01
16,0.361465,0.672369,0.882941,0.195774,12.8,21.66
15,0.876532,0.712049,0,0.476627,12,12.81
9,0.327294,0.65645,0.69145,0.103559,7.2,11.97
19,0.888989,0.14693,0.611122,0.21199,15.2,17.82
16,0.643988,0.973476,0.385466,0.935175,12.8,16.09
13,0.2046,0.720714,0.955487,0.501563,10.4,18.11
20,0.308336,0.041809,0.826579,0.870641,16,20.33
16,0.79561,0.395242,0.433662,0.828161,12.8,14.15
19,0.092846,0.161339,0.407771,0.297754,15.2,23.36
23,0.869019,0.276083,0.334836,0.029094,18.4,22.62
19,0.833715,0.226503,1,0.64318,15.2,17.64
23,0.681794,0.304684,1,0.869189,18.4,22.43
21,0.295814,0.136233,0.571234,0.850537,16.8,21.9
24,0.16612,0.69425,0.882327,0.014787,19.2,35.41
11,0.918941,0.052866,0.779766,0.151481,8.8,10.1
13,0.071425,0.581438,0.344017,0.182352,10.4,17.09
10,0.474468,0.179728,0.338418,0.281922,8,10.78
19,0.360229,0.506691,0.359314,0.317435,15.2,22.14
15,0.159731,0.281519,0,0.081658,12,18.3
21,0.967916,0.370077,0.221273,0.366169,16.8,18.32
18,0.218951,0.504529,0.826741,0.903974,14.4,21.57
17,0.71178,0.122331,1,0.122722,13.6,17.67
27,0.879075,0.130664,0.496325,0.782377,21.6,22.08
20,0.668904,0.844414,0.41204,0.056853,16,23.2
16,0.143521,0.392199,0.919942,0.063251,12.8,21.99
12,0.792888,0.169562,1,0.428951,9.6,11.58
22,0.215513,0.801179,0.135832,0.966559,17.6,23.41
21,0.95595,0.910129,0.21267,0.216751,16.8,19.99
11,0.082858,0.829577,0.381427,0.948073,8.8,13.24
16,0.64103,0.714051,0.873959,0.043077,12.8,20.55
18,0.613446,0.099368,0.172929,0.888171,14.4,15.91
8,0.480072,0.913301,0.832829,0.565321,6.4,10.39
15,0.165193,0.577979,0.2395,0.822242,12,16.87
23,0.251985,0.900275,0.881131,0.481815,18.4,32.66
8,0.730417,0.56357,0.442571,0.251412,6.4,8.46
19,0.958701,0.009845,0.385051,0.844104,15.2,14.24
26,0.925802,0.994239,1,0.340956,20.8,32.74
13,0.7374,0.132398,0.007291,0.730357,10.4,11.17
14,0.233682,0.692636,0.215686,0.955124,11.2,15.05
18,0.764503,0.334288,0.964583,0.914937,14.4,16.92
19,0.297312,0.180204,0.982956,0.509604,15.2,21.85
18,0.281358,0.140598,0.7039,0.240409,14.4,21.22
9,0.767402,0.669247,0,0.791312,7.2,7.51
13,0.685788,0.303854,0.960983,0.045533,10.4,14.73
17,0.273094,0.613655,0.774375,0.899969,13.6,20.41
15,0.163533,0.935599,0.430691,0.565712,12,19.24
22,0.102916,0.202905,0,0.016159,17.6,27.62
15,0.489382,0.11961,1,0.519909,12,15.72
15,0.833085,0.392191,1,0.493754,12,15.37
26,0.323257,0.694539,0.850569,0.212902,20.8,35.47
16,0.59594,0.944967,1,0.618117,12.8,21.06
12,0.181641,0.163382,0.271241,0.001573,9.6,14.94
16,0.321739,0.458713,0.692473,0.23394,12.8,20.03
15,0.695314,0.278864,0.274472,0.526961,12,14.21
23,0.631224,0.721152,0.178386,0.699416,18.4,22.06
15,0.224184,0.951508,1,0.520537,12,22.3
20,0.668684,0.035417,0.821258,0.758146,16,17.85
18,0.623325,0.982805,0.707513,0.953531,14.4,20.49
18,0.728023,0.739411,1,0.955289,14.4,20.04
16,0.833901,0.183192,0.026219,0.528819,12.8,13.8
16,0.113234,0.830363,1,0.035158,12.8,25.28
18,0.154064,0.510732,0.628411,0.649854,14.4,22.26
21,0.096498,0.709649,0.589689,0.78695,16.8,26.7
23,0.111991,0.727693,1,0.877631,18.4,31.53
19,0.447758,0.942748,0,0.075375,15.2,21.01
18,0.934889,0.391868,0.91045,0.15944,14.4,18.66
14,0.840755,0.93924,1,0.543492,11.2,17.23
11,0.873504,0.477172,1,0.121998,8.8,12.29
23,0.84515,0.903727,1,0.529165,18.4,28
14,0.156091,0.763658,0.993346,0.534595,11.2,20.08
15,0.930836,0.400971,0.507183,0.944181,12,12.3
15,0.908526,0.071953,0.747514,0.595063,12,12.59
15,0.356974,0.403581,1,0.460989,12,18.4
14,0.531113,0.558274,0.791201,0.27395,11.2,16.93
14,0.574084,0.555063,0,0.666296,11.2,13.12
19,0.176426,0.210127,1,0.830058,15.2,21.8
17,0.591059,0.942752,0.582055,0.200591,13.6,21.13
14,0.970656,0.621737,0.518512,0.044795,11.2,14.44
18,0.997088,0.707047,0.285009,0.65602,14.4,15.31
10,0.094319,0.722422,0.285887,0.011782,8,13.43
19,0.028698,0.947095,0.724686,0.935681,15.2,26.14
3,0.22988,0.311676,0.572901,0.638943,2.4,3.46
20,0.669784,0.11106,0.804079,0.49348,16,19.38
12,0.218513,0.727712,0.421451,0.794435,9.6,14.12
16,0.813717,0.314199,0,0.962488,12.8,12.51
25,0.267714,0.332064,0.510026,0.75456,20,27.74
29,0.695649,0.059746,0.52347,0.933757,23.2,24.58
16,0.750906,0.182485,0,0.861067,12.8,13.24
17,0.577818,0.230797,0.639319,0.473544,13.6,17.56
19,0.404952,0.034821,0,0.138876,15.2,21.09
17,0.327831,0.636742,0.938543,0.446377,13.6,22.42
27,0.530705,0.60336,0.753068,0.126828,21.6,33.59
16,0.969195,0.256353,0.592364,0.383112,12.8,14.34
17,0.930228,0.759179,1,0.91444,13.6,17.83
19,0.873121,0.541085,0.577366,0.321278,15.2,19.22
20,0.339612,0.291443,0,0.486482,16,21.34
22,0.813217,0.867093,0.366124,0.188667,17.6,23.41
18,0.379982,0.011649,0.674329,0.28714,14.4,19.69
15,0.007714,0.293188,0.776435,0.442294,12,19.49
13,0.113849,0.988883,0.474675,0.948343,10.4,16.28
21,0.69182,0.485254,0.643064,0.093661,16.8,23.72
19,0.741111,0.58402,0.514918,0.222137,15.2,20.51
19,0.392525,0.018164,1,0.570427,15.2,19.69
11,0.294499,0.890603,0.040617,0.971576,8.8,11.03
12,0.643236,0.12132,0.563068,0.115637,9.6,12.56
23,0.903264,0.636138,0,0.706863,18.4,18.34
19,0.766119,0.886155,0.040053,0.757795,15.2,16.27
19,0.995383,0.150726,0.78623,0.509816,15.2,16.1
27,0.98244,0.394727,0.378463,0.738748,21.6,22.11
15,0.875095,0.548922,1,0.929573,12,14.75
20,0.945536,0.472473,0.6286,0.221438,16,19.93
14,0.705977,0.746356,0.867232,0.62823,11.2,16.11
11,0.853435,0.577508,1,0.700009,8.8,11.55
11,0.334487,0.539137,0.322036,0.411702,8.8,12.69
21,0.516166,0.415217,0,0.965216,16.8,18.91
14,0.38137,0.263492,0,0.122171,11.2,15.72
10,0.870665,0.040466,0,0.047535,8,9.42
18,0.282886,0.815988,0.369306,0.48286,14.4,21.79
21,0.998964,0.659381,0,0.227221,16.8,17.95
23,0.675297,0.242857,0.842222,0.96881,18.4,21.11
29,0.937969,0.664528,0.894063,0.932885,23.2,28.3
22,0.700335,0.768882,0.329184,0.021977,17.6,24.57
12,0.563045,0.529779,0.866442,0.031862,9.6,15.02
17,0.619088,0.845907,0.837135,0.334546,13.6,21.57
22,0.04095,0.326411,1,0.731141,17.6,27.9
14,0.797606,0.148741,1,0.066095,11.2,14.38
20,0.537345,0.783524,0.423514,0.317226,16,23.09
22,0.316132,0.881732,1,0.193206,17.6,32.73
8,0.616208,0.819391,0.148231,0.293947,6.4,8.35
17,0.996957,0.499297,0.556409,0.521629,13.6,15.44
22,0.385573,0.432414,1,0.444824,17.6,27.05
25,0.965931,0.300979,0.069183,0.320372,20,21.45
15,0.357789,0.085695,0.708674,0.298708,12,16.82
14,0.04587,0.343713,0.65891,0.027733,11.2,19.13
3,0.553927,0.709301,0,0.42266,2.4,2.98
16,0.736309,0.973968,0.007122,0.065447,12.8,15.92
15,0.648046,0.625225,0.900051,0.574656,12,17.26
14,0.052933,0.269304,0.947784,0.687936,11.2,17.41
18,0.232883,0.656709,1,0.568306,14.4,24.41
19,0.705884,0.626998,0.866911,0.603727,15.2,21.17
11,0.055085,0.825652,0.797606,0.59965,8.8,15.64
12,0.846497,0.533694,0.661434,0.902647,9.6,11.06
14,0.989081,0.911122,1,0.531029,11.2,16.28
20,0.2478,0.415504,0.178467,0.861393,16,21.17
19,0.054115,0.286045,0.529053,0.351972,15.2,24.1
10,0.979693,0.519008,0.792677,0.140626,8,10.45
11,0.767216,0.92245,0,0.221877,8.8,10.44
20,0.454198,0.723911,1,0.793282,16,24.98
24,0.478257,0.493913,0.203567,0.229684,19.2,26.47
16,0.915503,0.497496,0.564125,0.772538,12.8,14.26
13,0.35583,0.648722,1,0.902837,10.4,16.08
22,0.05318,0.447771,0.185281,0.544387,17.6,26.47
15,0.61397,0.550639,0.335314,0.143223,12,16.49
20,0.312545,0.971175,1,0.623497,16,28.78
24,0.681559,0.932414,0.059903,0.379497,19.2,23.37
20,0.94795,0.840685,0.383971,0.908448,16,17.36
17,0.36058,0.127048,0.858042,0.223638,13.6,19.63
20,0.246998,0.556521,0.827696,0.234289,16,26.77
13,0.052952,0.366427,0.896843,0.482361,10.4,17.08
16,0.83166,0.911795,0.785253,0.493554,12.8,18.48
14,0.07838,0.313679,1,0.187766,11.2,18.99
15,0.952175,0.930766,1,0.374336,12,18.25
14,0.706148,0.238346,0.897639,0.668171,11.2,13.57
16,0.911533,0.420391,0.258599,0.47052,12.8,14.16
15,0.814441,0.959963,0.24322,0.05972,12,15.84
17,0.190722,0.595487,0,0.415308,13.6,19.39
17,0.175903,0.932149,0.943656,0.41581,13.6,25.47
18,0.961388,0.53885,0,0.447605,14.4,14.87
24,0.291038,0.228037,1,0.02384,19.2,30.48
9,0.790614,0.712963,1,0.273992,7.2,10.93
23,0.17079,0.521573,0.069173,0.950411,18.4,24.29
15,0.29909,0.505473,0.257758,0.883007,12,15.84
10,0.67349,0.136485,0.361893,0.940709,8,8.62
16,0.24842,0.144919,1,0.75889,12.8,17.71
17,0.751867,0.929605,0.168324,0.433992,13.6,16.58
22,0.879256,0.956058,0.534729,0.937504,17.6,21.24
18,0.07023,0.333096,0.424368,0.364876,14.4,22.6
15,0.597571,0.675632,0.829868,0.098336,12,18.98
14,0.311898,0.983436,0.575742,0.858636,11.2,17.22
14,0.252153,0.959199,0.807741,0.110105,11.2,20.82
13,0.525466,0.669944,0.249062,0.116593,10.4,14.73
15,0.557442,0.892962,0.692732,0.425003,12,18.59
22,0.594857,0.347558,0.834175,0.027473,17.6,25.8
19,0.605537,0.631666,0.619762,0.123599,15.2,22.6
18,0.075367,0.188493,0.95807,0.017534,14.4,24.09
9,0.559718,0.348285,0.359156,0.411609,7.2,9.39
9,0.387648,0.984777,0.573754,0.47246,7.2,11.49
18,0.207378,0.751631,0.463861,0.082682,14.4,24.12
16,0.379891,0.83306,0.753993,0.215808,12.8,21.7
11,0.183616,0.142031,0,0.757703,8.8,11.83
17,0.486362,0.014979,1,0.197365,13.6,18.22
11,0.060527,0.857274,0.491134,0.444619,8.8,14.91
24,0.042419,0.711945,0,0.333417,19.2,29.19
12,0.667104,0.85654,0.428192,0.225196,9.6,13.62
19,0.070079,0.861604,1,0.315287,15.2,29.52
16,0.593715,0.795804,0.496012,0.148029,12.8,19.05
19,0.744791,0.477104,0.479163,0.641719,15.2,18.34
23,0.846996,0.09318,0.537702,0.526438,18.4,20.15
24,0.512104,0.313691,0.880457,0.192612,19.2,28.01
23,0.124896,0.641222,1,0.980328,18.4,30.14
21,0.233711,0.583997,1,0.154017,16.8,29.6
12,0.272746,0.267066,0.995999,0.852745,9.6,13.52
22,0.833061,0.056553,0.504754,0.664085,17.6,18.6
11,0.758308,0.910252,0.596369,0.232127,8.8,12.84
17,0.259635,0.303305,0.262311,0.7463,13.6,18.34
14,0.871377,0.331429,0.221042,0.057136,11.2,13.57
26,0.244188,0.056686,0,0.490259,20.8,28.71
26,0.050327,0.029364,0.217447,0.484188,20.8,30.83
11,0.520762,0.126131,1,0.595415,8.8,11.25
14,0.477623,0.099601,0.723025,0.092431,11.2,15.67
13,0.898294,0.162181,0.633917,0.939192,10.4,10.32
17,0.344177,0.150881,0.259448,0.95357,13.6,16.78
19,0.847052,0.31239,0.539309,0.523777,15.2,17.55
21,0.082032,0.559801,0.186536,0.659639,16.8,24.72
10,0.10633,0.348044,0,0.47935,8,11.62
18,0.784313,0.349415,0.82612,0.499195,14.4,18.03
21,0.864417,0.613706,0.829103,0.343699,16.8,22.87
18,0.630028,0.344177,0.217447,0.763982,14.4,16.65
15,0.365333,0.847052,1,0.495335,12,20.9
14,0.896899,0.082032,0.723025,0.854479,11.2,11.12
14,0.732362,0.10633,0.633917,0.159376,11.2,14.03
13,0.61492,0.784313,0.259448,0.929475,10.4,12.34
15,0.837879,0.864417,0.539309,0.62706,12,15.39
22,0.679395,0.364876,0.186536,0.859601,17.6,19.44
19,0.720167,0.098336,0,0.134357,15.2,18.72
18,0.774998,0.858636,0.82612,0.818458,14.4,19.98
9,0.724283,0.110105,0.829103,0.607151,7.2,8.33
9,0.345711,0.116593,1,0.830307,7.2,9.38
18,0.23143,0.425003,0.013661,0.830719,14.4,18.78
16,0.200993,0.027473,0.961553,0.388834,12.8,18.44
11,0.855831,0.123599,0.75636,0.920332,8.8,8.92
17,0.731742,0.017534,1,0.460662,13.6,15.68
11,0.542841,0.411609,0,0.488068,8.8,10.84
24,0.202642,0.47246,0.334825,0.506888,19.2,28.34
12,0.530371,0.082682,0.055535,0.006545,9.6,13.06
19,0.304931,0.215808,0.490549,0.320765,15.2,21.97
16,0.822798,0.757703,0.701835,0.423676,12.8,17.58
19,0.585424,0.197365,0.97158,0.073819,15.2,21.43
23,0.726321,0.444619,0.820886,0.228011,18.4,25.53
24,0.183943,0.333417,0.764979,0.266694,19.2,30.6
23,0.006081,0.225196,0.801678,0.996913,18.4,26.92
21,0.238082,0.315287,0.148325,0.121136,16.8,25.18
12,0.170076,0.148029,0.57458,0.343731,9.6,14.37
22,0.752455,0.641719,1,0.989779,17.6,23.27
11,0.849906,0.526438,0,0.962253,8.8,8.44
17,0.388276,0.192612,0,0.901436,13.6,16.39
14,0.338095,0.980328,0.884367,0.195599,11.2,20.61
26,0.010803,0.154017,0.072302,0.089783,20.8,33.34
26,0.272501,0.852745,0,0.096875,20.8,30.46
11,0.817695,0.664085,0.478037,0.598209,8.8,10.78
14,0.153233,0.232127,0.481985,0.755279,11.2,15.85
13,0.716684,0.7463,0.893166,0.676834,10.4,14.88
17,0.99427,0.057136,0,0.21847,13.6,14.6
19,0.113556,0.490259,0,0.293956,15.2,22.72
21,0.505119,0.484188,0,0.50478,16.8,20.94
10,0.602483,0.595415,0.268579,0.071128,8,11.09
18,0.366102,0.092431,0.687685,0.540906,14.4,19.27
21,0.991231,0.939192,0,0.682307,16.8,16.11
15,0.105197,0.95357,1,0.497138,12,23.1
19,0.187546,0.523777,0.685304,0.41959,15.2,24.41
16,0.432326,0.659639,0,0.680138,12.8,15.86
19,0.252471,0.47935,1,0.476918,15.2,24.61
13,0.479682,0.499195,1,0.632693,10.4,15.36
17,0.886491,0.343699,0.245525,0.943041,13.6,13.44
19,0.33589,0.782113,0.6881,0.545873,15.2,24.16
17,0.923383,0.139087,0,0.724476,13.6,13.36
20,0.188086,0.957541,1,0.289135,16,31
14,0.794337,0.841077,0.343059,0.757669,11.2,13.25
16,0.120746,0.091262,0,0.529657,12.8,18.33
15,0.023252,0.429791,0.570896,0.968548,12,17.93
18,0.101179,0.102953,0,0.155891,14.4,22.11
8,0.835592,0.346313,0.335288,0.841287,6.4,6.75
22,0.672139,0.694483,0.70289,0.163375,17.6,26.26
15,0.672653,0.417205,1,0.05771,12,17.79
10,0.119177,0.152824,0.887323,0.215564,8,12.63
15,0.765749,0.743299,0.621052,0.120941,12,17.31
24,0.438421,0.45775,1,0.297212,19.2,29.96
15,0.285304,0.127863,0.432877,0.00811,12,18.1
15,0.796481,0.398303,0.364585,0.661849,12,13.61
16,0.479396,0.203868,0.983162,0.823346,12.8,16.38
19,0.735646,0.597035,0.33856,0.134239,15.2,20.14
23,0.414657,0.940771,0.197799,0.210631,18.4,26.83
21,0.109956,0.422556,1,0.815947,16.8,26.5
20,0.202717,0.804533,0.417732,0.297635,16,25.88
16,0.005218,0.797572,0.86461,0.494954,12.8,23.6
16,0.229521,0.286532,0.614947,0.096942,12.8,20.15
13,0.782719,0.601759,0.276271,0.721464,10.4,11.82
13,0.128336,0.558596,1,0.883106,10.4,16.84
10,0.886391,0.343182,0.573343,0.353351,8,9.53
14,0.97823,0.850198,0.955437,0.803187,11.2,15.02
20,0.058359,0.59099,1,0.20453,16,29.44
26,0.329504,0.267631,0,0.296688,20.8,28.83
6,0.074951,0.326955,0.346005,0.065097,4.8,7.81
